,stimuli_id,background,scenario,questions,outcomes,commentary,model_descr_variant
10,diving_well-synchronized_team-explain-away-11-dec_win_how_much_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a synchronized diving tournament. The overall dive difficulty attempted by any given team is determined by the least skilled athlete on the team. In each round of a synchronized dive, the team's overall score depends on their dive difficulty and how well matched the team members are in their execution in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Quinn and Indiana beat Gale and Harper.
In the second round, Quinn and Fey beat Gale and Max.
In the third round, Quinn and Ollie beat Gale and Peyton.
In the fourth round, Quinn and Indiana lost to Gale and Harper.","['Query 1: Out of 100 random athletes, where do you think Quinn ranks in terms of intrinsic skill?', 'Query 2: Out of 100 random athletes, where do you think Indiana ranks in terms of intrinsic skill?', 'Query 3: Out of 100 random athletes, where do you think Gale ranks in terms of intrinsic skill?', 'Query 4: On a percentage scale from 0 to 100%, how well synchronized do you think Quinn was with their teammate in the fourth round?', 'Query 5: On a percentage scale from 0 to 100%, how well synchronized do you think Indiana was with their teammate in the fourth round?', 'Query 6: On a percentage scale from 0 to 100%, how well synchronized do you think Gale was with their teammate in the fourth round?', 'Query 7: In a new round later this same day between Quinn and Indiana (Team 1) and Fey and Peyton (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Quinn and Gale (Team 1) and Indiana and Harper (Team 2), who would win and by how much?']","In the first round, Quinn and Indiana beat Gale and Harper.
In the second round, Quinn and Fey beat Gale and Max.
In the third round, Quinn and Ollie beat Gale and Peyton.
In the fourth round, Quinn and Indiana lost to Gale and Harper.",,implicit
11,biathalon_shooting-accuracy_team-explain-away-11-dec_win_how_much_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a biathalon, a winter sport that combines cross-country skiing races and rifle shooting. In each round, the team that wins depends on the average speed with which the athletes are able to ski, based on their intrinsic strength, as well as each team member's shooting accuracy in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Gale and Fey beat Taylor and Sam.
In the second round, Gale and Indiana beat Taylor and Willow.
In the third round, Gale and Emery beat Taylor and Quinn.
In the fourth round, Gale and Fey lost to Taylor and Sam.","['Query 1: Out of 100 random athletes, where do you think Gale ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Fey ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Taylor ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how accurate do you think Gale was at shooting in the fourth round?', 'Query 5: On a percentage scale from 0 to 100%, how accurate do you think Fey was at shooting in the fourth round?', 'Query 6: On a percentage scale from 0 to 100%, how accurate do you think Taylor was at shooting in the fourth round?', 'Query 7: In a new round later this same day between Gale and Fey (Team 1) and Indiana and Quinn (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Gale and Taylor (Team 1) and Fey and Sam (Team 2), who would win and by how much?']","In the first round, Gale and Fey beat Taylor and Sam.
In the second round, Gale and Indiana beat Taylor and Willow.
In the third round, Gale and Emery beat Taylor and Quinn.
In the fourth round, Gale and Fey lost to Taylor and Sam.",,implicit
12,tug-of-war_effort_team-diverse-17-dec_win_how_much_implicit_continuous_variable.txt,"In this event, the athletes are competing in matches of tug-of-war. In each round, the team that wins the round depends on how hard the athletes collectively pull, based on their intrinsic strength modulated by other factors including how much effort they put in to that round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first match, Jamie and Lane beat Val and Emery.
In the second match, Jamie and Harper beat Fey and Drew.
In the third match, Jamie and Taylor beat Ollie and Blake.","['Query 1: Out of 100 random athletes, where do you think Jamie ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Lane ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Val ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Jamie put into the second match?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Lane put into the first match?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Val put into the first match?', 'Query 7: In a new match later this same day between Jamie and Lane (Team 1) and Val and Drew (Team 2), who would win and by how much?', 'Query 8: In a new match later this same day between Jamie and Val (Team 1) and Lane and Emery (Team 2), who would win and by how much?']","In the first match, Jamie and Lane beat Val and Emery.
In the second match, Jamie and Harper beat Fey and Drew.
In the third match, Jamie and Taylor beat Ollie and Blake.",,implicit
13,canoe-race_effort_team-diverse-17-dec_win_how_much_implicit_continuous_variable.txt,"In this event, the athletes are competing in a series of canoe races. In each race, the team that wins depends on the average speed with which the athletes are able to row, based on their intrinsic strength modulated by other factors including how much effort they put in to that race.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first race, Kay and Drew beat Harper and Peyton.
In the second race, Kay and Val beat Casey and Ness.
In the third race, Kay and Emery beat Sam and Avery.","['Query 1: Out of 100 random athletes, where do you think Kay ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Drew ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Harper ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Kay put into the second race?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Drew put into the first race?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Harper put into the first race?', 'Query 7: In a new race later this same day between Kay and Drew (Team 1) and Harper and Ness (Team 2), who would win and by how much?', 'Query 8: In a new race later this same day between Kay and Harper (Team 1) and Drew and Peyton (Team 2), who would win and by how much?']","In the first race, Kay and Drew beat Harper and Peyton.
In the second race, Kay and Val beat Casey and Ness.
In the third race, Kay and Emery beat Sam and Avery.",,implicit
14,diving_well-synchronized_team-diverse-17-dec_win_how_much_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a synchronized diving tournament. The overall dive difficulty attempted by any given team is determined by the least skilled athlete on the team. In each round of a synchronized dive, the team's overall score depends on their dive difficulty and how well matched the team members are in their execution in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Harper and Drew beat Gale and Max.
In the second round, Harper and Lane beat Indiana and Ness.
In the third round, Harper and Kay beat Robin and Val.","['Query 1: Out of 100 random athletes, where do you think Harper ranks in terms of intrinsic skill?', 'Query 2: Out of 100 random athletes, where do you think Drew ranks in terms of intrinsic skill?', 'Query 3: Out of 100 random athletes, where do you think Gale ranks in terms of intrinsic skill?', 'Query 4: On a percentage scale from 0 to 100%, how well synchronized do you think Harper was with their teammate in the second round?', 'Query 5: On a percentage scale from 0 to 100%, how well synchronized do you think Drew was with their teammate in the first round?', 'Query 6: On a percentage scale from 0 to 100%, how well synchronized do you think Gale was with their teammate in the first round?', 'Query 7: In a new round later this same day between Harper and Drew (Team 1) and Gale and Ness (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Harper and Gale (Team 1) and Drew and Max (Team 2), who would win and by how much?']","In the first round, Harper and Drew beat Gale and Max.
In the second round, Harper and Lane beat Indiana and Ness.
In the third round, Harper and Kay beat Robin and Val.",,implicit
15,biathalon_shooting-accuracy_team-diverse-17-dec_win_how_much_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a biathalon, a winter sport that combines cross-country skiing races and rifle shooting. In each round, the team that wins depends on the average speed with which the athletes are able to ski, based on their intrinsic strength, as well as each team member's shooting accuracy in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Kay and Peyton beat Sam and Taylor.
In the second round, Kay and Avery beat Drew and Val.
In the third round, Kay and Indiana beat Ollie and Emery.","['Query 1: Out of 100 random athletes, where do you think Kay ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Peyton ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Sam ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how accurate do you think Kay was at shooting in the second round?', 'Query 5: On a percentage scale from 0 to 100%, how accurate do you think Peyton was at shooting in the first round?', 'Query 6: On a percentage scale from 0 to 100%, how accurate do you think Sam was at shooting in the first round?', 'Query 7: In a new round later this same day between Kay and Peyton (Team 1) and Sam and Val (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Kay and Sam (Team 1) and Peyton and Taylor (Team 2), who would win and by how much?']","In the first round, Kay and Peyton beat Sam and Taylor.
In the second round, Kay and Avery beat Drew and Val.
In the third round, Kay and Indiana beat Ollie and Emery.",,implicit
16,tug-of-war_effort_team-confounded-partner-10-dec_win_how_much_implicit_continuous_variable.txt,"In this event, the athletes are competing in matches of tug-of-war. In each round, the team that wins the round depends on how hard the athletes collectively pull, based on their intrinsic strength modulated by other factors including how much effort they put in to that round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first match, Harper and Taylor lost to Willow and Ness.
In the second match, Harper and Taylor lost to Quinn and Gale.
In the third match, Harper and Taylor lost to Kay and Max.","['Query 1: Out of 100 random athletes, where do you think Harper ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Taylor ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Kay ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Harper put into the third match?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Taylor put into the third match?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Kay put into the third match?', 'Query 7: In a new match later this same day between Harper and Taylor (Team 1) and Willow and Max (Team 2), who would win and by how much?', 'Query 8: In a new match later this same day between Harper and Willow (Team 1) and Taylor and Ness (Team 2), who would win and by how much?']","In the first match, Harper and Taylor lost to Willow and Ness.
In the second match, Harper and Taylor lost to Quinn and Gale.
In the third match, Harper and Taylor lost to Kay and Max.",,implicit
17,canoe-race_effort_team-confounded-partner-10-dec_win_how_much_implicit_continuous_variable.txt,"In this event, the athletes are competing in a series of canoe races. In each race, the team that wins depends on the average speed with which the athletes are able to row, based on their intrinsic strength modulated by other factors including how much effort they put in to that race.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first race, Casey and Robin lost to Lane and Ness.
In the second race, Casey and Robin lost to Ollie and Sam.
In the third race, Casey and Robin lost to Quinn and Indiana.","['Query 1: Out of 100 random athletes, where do you think Casey ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Robin ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Quinn ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Casey put into the third race?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Robin put into the third race?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Quinn put into the third race?', 'Query 7: In a new race later this same day between Casey and Robin (Team 1) and Lane and Indiana (Team 2), who would win and by how much?', 'Query 8: In a new race later this same day between Casey and Lane (Team 1) and Robin and Ness (Team 2), who would win and by how much?']","In the first race, Casey and Robin lost to Lane and Ness.
In the second race, Casey and Robin lost to Ollie and Sam.
In the third race, Casey and Robin lost to Quinn and Indiana.",,implicit
18,diving_well-synchronized_team-confounded-partner-10-dec_win_how_much_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a synchronized diving tournament. The overall dive difficulty attempted by any given team is determined by the least skilled athlete on the team. In each round of a synchronized dive, the team's overall score depends on their dive difficulty and how well matched the team members are in their execution in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Willow and Taylor lost to Jamie and Val.
In the second round, Willow and Taylor lost to Kay and Peyton.
In the third round, Willow and Taylor lost to Indiana and Drew.","['Query 1: Out of 100 random athletes, where do you think Willow ranks in terms of intrinsic skill?', 'Query 2: Out of 100 random athletes, where do you think Taylor ranks in terms of intrinsic skill?', 'Query 3: Out of 100 random athletes, where do you think Indiana ranks in terms of intrinsic skill?', 'Query 4: On a percentage scale from 0 to 100%, how well synchronized do you think Willow was with their teammate in the third round?', 'Query 5: On a percentage scale from 0 to 100%, how well synchronized do you think Taylor was with their teammate in the third round?', 'Query 6: On a percentage scale from 0 to 100%, how well synchronized do you think Indiana was with their teammate in the third round?', 'Query 7: In a new round later this same day between Willow and Taylor (Team 1) and Jamie and Drew (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Willow and Jamie (Team 1) and Taylor and Val (Team 2), who would win and by how much?']","In the first round, Willow and Taylor lost to Jamie and Val.
In the second round, Willow and Taylor lost to Kay and Peyton.
In the third round, Willow and Taylor lost to Indiana and Drew.",,implicit
19,biathalon_shooting-accuracy_team-confounded-partner-10-dec_win_how_much_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a biathalon, a winter sport that combines cross-country skiing races and rifle shooting. In each round, the team that wins depends on the average speed with which the athletes are able to ski, based on their intrinsic strength, as well as each team member's shooting accuracy in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Indiana and Ness lost to Casey and Lane.
In the second round, Indiana and Ness lost to Kay and Max.
In the third round, Indiana and Ness lost to Drew and Peyton.","['Query 1: Out of 100 random athletes, where do you think Indiana ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Ness ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Drew ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how accurate do you think Indiana was at shooting in the third round?', 'Query 5: On a percentage scale from 0 to 100%, how accurate do you think Ness was at shooting in the third round?', 'Query 6: On a percentage scale from 0 to 100%, how accurate do you think Drew was at shooting in the third round?', 'Query 7: In a new round later this same day between Indiana and Ness (Team 1) and Casey and Peyton (Team 2), who would win and by how much?', 'Query 8: In a new round later this same day between Indiana and Casey (Team 1) and Ness and Lane (Team 2), who would win and by how much?']","In the first round, Indiana and Ness lost to Casey and Lane.
In the second round, Indiana and Ness lost to Kay and Max.
In the third round, Indiana and Ness lost to Drew and Peyton.",,implicit
