,stimuli_id,background,scenario,questions,outcomes,commentary,model_descr_variant
10,diving_well-synchronized_team-explain-away-11-dec_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a synchronized diving tournament. The overall dive difficulty attempted by any given team is determined by the least skilled athlete on the team. In each round of a synchronized dive, the team's overall score depends on their dive difficulty and how well matched the team members are in their execution in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Lane and Jamie beat Max and Avery.
In the second round, Lane and Fey beat Max and Harper.
In the third round, Lane and Emery beat Max and Val.
In the fourth round, Lane and Jamie lost to Max and Avery.","['Query 1: Out of 100 random athletes, where do you think Lane ranks in terms of intrinsic skill?', 'Query 2: Out of 100 random athletes, where do you think Jamie ranks in terms of intrinsic skill?', 'Query 3: Out of 100 random athletes, where do you think Max ranks in terms of intrinsic skill?', 'Query 4: On a percentage scale from 0 to 100%, how well synchronized do you think Lane was with their teammate in the fourth round?', 'Query 5: On a percentage scale from 0 to 100%, how well synchronized do you think Jamie was with their teammate in the fourth round?', 'Query 6: On a percentage scale from 0 to 100%, how well synchronized do you think Max was with their teammate in the fourth round?', 'Query 7: In a new round later today during this same tournament, how likely is it that Lane and Jamie will beat Fey and Val?', 'Query 8: In a new round later today during this same tournament, how likely is it that Lane and Max will beat Jamie and Avery?']","In the first round, Lane and Jamie beat Max and Avery.
In the second round, Lane and Fey beat Max and Harper.
In the third round, Lane and Emery beat Max and Val.
In the fourth round, Lane and Jamie lost to Max and Avery.",,implicit
11,biathalon_shooting-accuracy_team-explain-away-11-dec_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a biathalon, a winter sport that combines cross-country skiing races and rifle shooting. In each round, the team that wins depends on the average speed with which the athletes are able to ski, based on their intrinsic strength, as well as each team member's shooting accuracy in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Lane and Willow beat Peyton and Kay.
In the second round, Lane and Drew beat Peyton and Quinn.
In the third round, Lane and Ness beat Peyton and Casey.
In the fourth round, Lane and Willow lost to Peyton and Kay.","['Query 1: Out of 100 random athletes, where do you think Lane ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Willow ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Peyton ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how accurate do you think Lane was at shooting in the fourth round?', 'Query 5: On a percentage scale from 0 to 100%, how accurate do you think Willow was at shooting in the fourth round?', 'Query 6: On a percentage scale from 0 to 100%, how accurate do you think Peyton was at shooting in the fourth round?', 'Query 7: In a new round later today during this same tournament, how likely is it that Lane and Willow will beat Drew and Casey?', 'Query 8: In a new round later today during this same tournament, how likely is it that Lane and Peyton will beat Willow and Kay?']","In the first round, Lane and Willow beat Peyton and Kay.
In the second round, Lane and Drew beat Peyton and Quinn.
In the third round, Lane and Ness beat Peyton and Casey.
In the fourth round, Lane and Willow lost to Peyton and Kay.",,implicit
12,tug-of-war_effort_team-diverse-17-dec_implicit_continuous_variable.txt,"In this event, the athletes are competing in matches of tug-of-war. In each round, the team that wins the round depends on how hard the athletes collectively pull, based on their intrinsic strength modulated by other factors including how much effort they put in to that round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first match, Willow and Casey beat Emery and Taylor.
In the second match, Willow and Fey beat Avery and Quinn.
In the third match, Willow and Indiana beat Ollie and Gale.","['Query 1: Out of 100 random athletes, where do you think Willow ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Casey ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Emery ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Willow put into the second match?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Casey put into the first match?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Emery put into the first match?', 'Query 7: In a new match later today during this same tournament, how likely is it that Willow and Casey will beat Emery and Quinn?', 'Query 8: In a new match later today during this same tournament, how likely is it that Willow and Emery will beat Casey and Taylor?']","In the first match, Willow and Casey beat Emery and Taylor.
In the second match, Willow and Fey beat Avery and Quinn.
In the third match, Willow and Indiana beat Ollie and Gale.",,implicit
13,canoe-race_effort_team-diverse-17-dec_implicit_continuous_variable.txt,"In this event, the athletes are competing in a series of canoe races. In each race, the team that wins depends on the average speed with which the athletes are able to row, based on their intrinsic strength modulated by other factors including how much effort they put in to that race.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first race, Harper and Sam beat Jamie and Avery.
In the second race, Harper and Val beat Willow and Emery.
In the third race, Harper and Casey beat Ness and Quinn.","['Query 1: Out of 100 random athletes, where do you think Harper ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Sam ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Jamie ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Harper put into the second race?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Sam put into the first race?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Jamie put into the first race?', 'Query 7: In a new race later today during this same tournament, how likely is it that Harper and Sam will beat Jamie and Emery?', 'Query 8: In a new race later today during this same tournament, how likely is it that Harper and Jamie will beat Sam and Avery?']","In the first race, Harper and Sam beat Jamie and Avery.
In the second race, Harper and Val beat Willow and Emery.
In the third race, Harper and Casey beat Ness and Quinn.",,implicit
14,diving_well-synchronized_team-diverse-17-dec_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a synchronized diving tournament. The overall dive difficulty attempted by any given team is determined by the least skilled athlete on the team. In each round of a synchronized dive, the team's overall score depends on their dive difficulty and how well matched the team members are in their execution in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Blake and Val beat Harper and Jamie.
In the second round, Blake and Gale beat Sam and Indiana.
In the third round, Blake and Emery beat Drew and Taylor.","['Query 1: Out of 100 random athletes, where do you think Blake ranks in terms of intrinsic skill?', 'Query 2: Out of 100 random athletes, where do you think Val ranks in terms of intrinsic skill?', 'Query 3: Out of 100 random athletes, where do you think Harper ranks in terms of intrinsic skill?', 'Query 4: On a percentage scale from 0 to 100%, how well synchronized do you think Blake was with their teammate in the second round?', 'Query 5: On a percentage scale from 0 to 100%, how well synchronized do you think Val was with their teammate in the first round?', 'Query 6: On a percentage scale from 0 to 100%, how well synchronized do you think Harper was with their teammate in the first round?', 'Query 7: In a new round later today during this same tournament, how likely is it that Blake and Val will beat Harper and Indiana?', 'Query 8: In a new round later today during this same tournament, how likely is it that Blake and Harper will beat Val and Jamie?']","In the first round, Blake and Val beat Harper and Jamie.
In the second round, Blake and Gale beat Sam and Indiana.
In the third round, Blake and Emery beat Drew and Taylor.",,implicit
15,biathalon_shooting-accuracy_team-diverse-17-dec_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a biathalon, a winter sport that combines cross-country skiing races and rifle shooting. In each round, the team that wins depends on the average speed with which the athletes are able to ski, based on their intrinsic strength, as well as each team member's shooting accuracy in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Harper and Peyton beat Quinn and Indiana.
In the second round, Harper and Avery beat Val and Drew.
In the third round, Harper and Sam beat Emery and Willow.","['Query 1: Out of 100 random athletes, where do you think Harper ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Peyton ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Quinn ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how accurate do you think Harper was at shooting in the second round?', 'Query 5: On a percentage scale from 0 to 100%, how accurate do you think Peyton was at shooting in the first round?', 'Query 6: On a percentage scale from 0 to 100%, how accurate do you think Quinn was at shooting in the first round?', 'Query 7: In a new round later today during this same tournament, how likely is it that Harper and Peyton will beat Quinn and Drew?', 'Query 8: In a new round later today during this same tournament, how likely is it that Harper and Quinn will beat Peyton and Indiana?']","In the first round, Harper and Peyton beat Quinn and Indiana.
In the second round, Harper and Avery beat Val and Drew.
In the third round, Harper and Sam beat Emery and Willow.",,implicit
16,tug-of-war_effort_team-confounded-partner-10-dec_implicit_continuous_variable.txt,"In this event, the athletes are competing in matches of tug-of-war. In each round, the team that wins the round depends on how hard the athletes collectively pull, based on their intrinsic strength modulated by other factors including how much effort they put in to that round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first match, Kay and Blake lost to Max and Robin.
In the second match, Kay and Blake lost to Jamie and Avery.
In the third match, Kay and Blake lost to Ollie and Val.","['Query 1: Out of 100 random athletes, where do you think Kay ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Blake ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Ollie ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Kay put into the third match?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Blake put into the third match?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Ollie put into the third match?', 'Query 7: In a new match later today during this same tournament, how likely is it that Kay and Blake will beat Max and Val?', 'Query 8: In a new match later today during this same tournament, how likely is it that Kay and Max will beat Blake and Robin?']","In the first match, Kay and Blake lost to Max and Robin.
In the second match, Kay and Blake lost to Jamie and Avery.
In the third match, Kay and Blake lost to Ollie and Val.",,implicit
17,canoe-race_effort_team-confounded-partner-10-dec_implicit_continuous_variable.txt,"In this event, the athletes are competing in a series of canoe races. In each race, the team that wins depends on the average speed with which the athletes are able to row, based on their intrinsic strength modulated by other factors including how much effort they put in to that race.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first race, Fey and Taylor lost to Indiana and Robin.
In the second race, Fey and Taylor lost to Harper and Ness.
In the third race, Fey and Taylor lost to Willow and Peyton.","['Query 1: Out of 100 random athletes, where do you think Fey ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Taylor ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Willow ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how much effort do you think Fey put into the third race?', 'Query 5: On a percentage scale from 0 to 100%, how much effort do you think Taylor put into the third race?', 'Query 6: On a percentage scale from 0 to 100%, how much effort do you think Willow put into the third race?', 'Query 7: In a new race later today during this same tournament, how likely is it that Fey and Taylor will beat Indiana and Peyton?', 'Query 8: In a new race later today during this same tournament, how likely is it that Fey and Indiana will beat Taylor and Robin?']","In the first race, Fey and Taylor lost to Indiana and Robin.
In the second race, Fey and Taylor lost to Harper and Ness.
In the third race, Fey and Taylor lost to Willow and Peyton.",,implicit
18,diving_well-synchronized_team-confounded-partner-10-dec_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a synchronized diving tournament. The overall dive difficulty attempted by any given team is determined by the least skilled athlete on the team. In each round of a synchronized dive, the team's overall score depends on their dive difficulty and how well matched the team members are in their execution in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Peyton and Val lost to Avery and Casey.
In the second round, Peyton and Val lost to Taylor and Drew.
In the third round, Peyton and Val lost to Willow and Gale.","['Query 1: Out of 100 random athletes, where do you think Peyton ranks in terms of intrinsic skill?', 'Query 2: Out of 100 random athletes, where do you think Val ranks in terms of intrinsic skill?', 'Query 3: Out of 100 random athletes, where do you think Willow ranks in terms of intrinsic skill?', 'Query 4: On a percentage scale from 0 to 100%, how well synchronized do you think Peyton was with their teammate in the third round?', 'Query 5: On a percentage scale from 0 to 100%, how well synchronized do you think Val was with their teammate in the third round?', 'Query 6: On a percentage scale from 0 to 100%, how well synchronized do you think Willow was with their teammate in the third round?', 'Query 7: In a new round later today during this same tournament, how likely is it that Peyton and Val will beat Avery and Gale?', 'Query 8: In a new round later today during this same tournament, how likely is it that Peyton and Avery will beat Val and Casey?']","In the first round, Peyton and Val lost to Avery and Casey.
In the second round, Peyton and Val lost to Taylor and Drew.
In the third round, Peyton and Val lost to Willow and Gale.",,implicit
19,biathalon_shooting-accuracy_team-confounded-partner-10-dec_implicit_continuous_variable.txt,"In this event, teams of players are competing in rounds of a biathalon, a winter sport that combines cross-country skiing races and rifle shooting. In each round, the team that wins depends on the average speed with which the athletes are able to ski, based on their intrinsic strength, as well as each team member's shooting accuracy in that particular round.
Athletes compete either individually or as a team.
All matches take place on the same day.","In the first round, Gale and Avery lost to Val and Lane.
In the second round, Gale and Avery lost to Willow and Quinn.
In the third round, Gale and Avery lost to Taylor and Casey.","['Query 1: Out of 100 random athletes, where do you think Gale ranks in terms of intrinsic strength?', 'Query 2: Out of 100 random athletes, where do you think Avery ranks in terms of intrinsic strength?', 'Query 3: Out of 100 random athletes, where do you think Taylor ranks in terms of intrinsic strength?', 'Query 4: On a percentage scale from 0 to 100%, how accurate do you think Gale was at shooting in the third round?', 'Query 5: On a percentage scale from 0 to 100%, how accurate do you think Avery was at shooting in the third round?', 'Query 6: On a percentage scale from 0 to 100%, how accurate do you think Taylor was at shooting in the third round?', 'Query 7: In a new round later today during this same tournament, how likely is it that Gale and Avery will beat Val and Casey?', 'Query 8: In a new round later today during this same tournament, how likely is it that Gale and Val will beat Avery and Lane?']","In the first round, Gale and Avery lost to Val and Lane.
In the second round, Gale and Avery lost to Willow and Quinn.
In the third round, Gale and Avery lost to Taylor and Casey.",,implicit
